customer_id,name,email,phone,plan_type,monthly_charge,tenure_months,total_charges,contract_type,payment_method,num_tickets,avg_satisfaction,churn_status
679,Cliente 679,cliente679@example.com,0990171725,Fibra 200MB,29.77,42,1251.08,two-year,credit_card,0,3.95,0
680,Cliente 680,cliente680@example.com,0963892762,Combo TV+Internet,72.53,52,3404.83,two-year,credit_card,2,3.4,0
681,Cliente 681,cliente681@example.com,0983271934,Plan Prepago Movil,20.61,38,811.19,two-year,bank_transfer,3,1.43,0
682,Cliente 682,cliente682@example.com,0968737356,Plan Prepago Movil,49.78,63,3112.18,one-year,credit_card,1,4.32,0
683,Cliente 683,cliente683@example.com,0950010712,Fibra 1GB,53.78,72,3729.67,month-to-month,cash,1,1.48,0
684,Cliente 684,cliente684@example.com,0931801202,Internet Hogar 100MB,29.14,66,1856.21,two-year,credit_card,4,3.28,0
685,Cliente 685,cliente685@example.com,0913197656,Fibra 1GB,57.56,6,350.09,month-to-month,credit_card,0,4.81,0
686,Cliente 686,cliente686@example.com,0991514866,Fibra 500MB,35.75,64,2345.25,two-year,credit_card,1,3.02,0
687,Cliente 687,cliente687@example.com,0908733575,Plan Ilimitado,57.51,24,1409.48,month-to-month,cash,0,2.61,0
688,Cliente 688,cliente688@example.com,0982687344,Fibra 1GB,15.0,32,468.76,one-year,cash,1,4.48,0
689,Cliente 689,cliente689@example.com,0931162774,Fibra 1GB,51.03,30,1463.04,month-to-month,credit_card,0,3.33,0
690,Cliente 690,cliente690@example.com,0939026847,Plan Ilimitado,37.58,20,783.04,month-to-month,credit_card,3,3.15,0
691,Cliente 691,cliente691@example.com,0929571474,Plan Ilimitado,65.69,64,4183.69,month-to-month,credit_card,2,5.0,0
692,Cliente 692,cliente692@example.com,0998183547,Plan Familiar,44.21,46,1996.13,month-to-month,credit_card,3,2.32,0
693,Cliente 693,cliente693@example.com,0944524006,Plan Prepago Movil,67.49,70,4675.87,month-to-month,bank_transfer,1,3.09,0
694,Cliente 694,cliente694@example.com,0926764573,Fibra 1GB,54.14,69,3715.04,month-to-month,credit_card,0,4.55,0
695,Cliente 695,cliente695@example.com,0942200176,Fibra 500MB,42.7,30,1289.92,month-to-month,bank_transfer,0,2.24,0
696,Cliente 696,cliente696@example.com,0907799058,Fibra 500MB,59.18,53,3083.15,one-year,credit_card,1,5.0,0
697,Cliente 697,cliente697@example.com,0925039729,Plan Prepago Movil,59.29,36,2201.26,month-to-month,bank_transfer,2,3.36,0
698,Cliente 698,cliente698@example.com,0923462262,Plan Prepago Movil,53.49,36,1981.4,two-year,credit_card,2,4.56,0
699,Cliente 699,cliente699@example.com,0911300751,Fibra 200MB,15.0,53,768.24,month-to-month,credit_card,3,4.56,0
700,Cliente 700,cliente700@example.com,0926882842,Plan Familiar,27.31,50,1263.47,one-year,credit_card,2,3.43,0
701,Cliente 701,cliente701@example.com,0951445103,Plan Ilimitado,69.91,66,4551.76,month-to-month,credit_card,0,3.07,1
702,Cliente 702,cliente702@example.com,0995565292,Fibra 200MB,22.39,56,1245.2,month-to-month,credit_card,1,3.55,0
703,Cliente 703,cliente703@example.com,0968691605,Combo TV+Internet,60.88,45,2680.72,one-year,cash,1,4.38,0
704,Cliente 704,cliente704@example.com,0916318812,Fibra 1GB,57.72,67,3997.13,one-year,credit_card,2,2.51,0
705,Cliente 705,cliente705@example.com,0906824747,Fibra 500MB,31.94,7,204.34,month-to-month,credit_card,0,2.28,1
706,Cliente 706,cliente706@example.com,0977743615,Plan Prepago Movil,15.0,55,778.07,month-to-month,credit_card,0,5.0,0
707,Cliente 707,cliente707@example.com,0907643566,Fibra 200MB,34.76,28,1002.35,month-to-month,bank_transfer,0,2.79,0
708,Cliente 708,cliente708@example.com,0991061127,Fibra 500MB,82.4,31,2658.91,month-to-month,cash,1,3.99,0
709,Cliente 709,cliente709@example.com,0903187024,Plan Ilimitado,29.46,57,1618.58,month-to-month,bank_transfer,1,3.38,0
710,Cliente 710,cliente710@example.com,0941482134,Fibra 1GB,30.7,19,541.83,one-year,bank_transfer,0,,0
711,Cliente 711,cliente711@example.com,0921071275,Fibra 1GB,27.04,64,1666.61,month-to-month,cash,2,5.0,0
712,Cliente 712,cliente712@example.com,0901439105,Fibra 1GB,66.87,36,2331.31,one-year,credit_card,0,3.51,0
713,Cliente 713,cliente713@example.com,0990894496,Fibra 1GB,40.63,25,993.34,month-to-month,cash,1,3.21,0
714,Cliente 714,cliente714@example.com,0952923857,Plan Prepago Movil,33.73,23,730.14,month-to-month,bank_transfer,3,3.3,0
715,Cliente 715,cliente715@example.com,0996175119,Internet Hogar 100MB,70.44,30,2000.98,month-to-month,credit_card,2,3.05,0
716,Cliente 716,cliente716@example.com,0914988742,Fibra 500MB,55.43,68,3762.98,month-to-month,bank_transfer,2,2.86,0
717,Cliente 717,cliente717@example.com,0985393064,Plan Prepago Movil,28.45,7,197.81,month-to-month,credit_card,1,3.05,0
718,Cliente 718,cliente718@example.com,0966632397,Fibra 500MB,22.98,37,849.68,two-year,credit_card,1,5.0,0
719,Cliente 719,cliente719@example.com,0939758951,Plan Ilimitado,65.85,60,3779.5,one-year,cash,0,4.38,0
720,Cliente 720,cliente720@example.com,0942604436,Plan Prepago Movil,45.3,34,1463.91,month-to-month,credit_card,0,3.22,0
721,Cliente 721,cliente721@example.com,0952841636,Fibra 200MB,17.12,41,668.74,month-to-month,bank_transfer,0,4.68,0
722,Cliente 722,cliente722@example.com,0976963957,Fibra 1GB,15.0,25,391.0,two-year,cash,0,1.85,0
723,Cliente 723,cliente723@example.com,0939993860,Internet Hogar 100MB,24.91,9,215.06,month-to-month,bank_transfer,0,5.0,1
724,Cliente 724,cliente724@example.com,0995538035,Fibra 500MB,22.69,46,1034.26,month-to-month,credit_card,1,5.0,0
725,Cliente 725,cliente725@example.com,0912658803,Internet Hogar 100MB,15.0,67,983.32,two-year,bank_transfer,2,5.0,0
726,Cliente 726,cliente726@example.com,0989072841,Plan Familiar,25.21,37,962.09,month-to-month,cash,1,4.71,0
727,Cliente 727,cliente727@example.com,0929709850,Plan Familiar,28.46,31,842.88,month-to-month,credit_card,1,4.08,0
728,Cliente 728,cliente728@example.com,0941337718,Fibra 500MB,36.67,9,318.52,month-to-month,credit_card,2,,0
729,Cliente 729,cliente729@example.com,0966777269,Fibra 500MB,75.47,68,5267.54,one-year,bank_transfer,1,2.91,0
730,Cliente 730,cliente730@example.com,0974696783,Plan Familiar,40.2,63,2340.49,month-to-month,cash,2,3.17,0
731,Cliente 731,cliente731@example.com,0933364966,Fibra 500MB,41.98,65,2699.08,one-year,credit_card,3,3.53,1
732,Cliente 732,cliente732@example.com,0998098325,Combo TV+Internet,54.17,26,1352.06,month-to-month,credit_card,2,5.0,0
733,Cliente 733,cliente733@example.com,0996528702,Fibra 1GB,40.73,45,1920.59,month-to-month,cash,1,2.66,0
734,Cliente 734,cliente734@example.com,0987451865,Fibra 200MB,52.2,31,1631.48,month-to-month,credit_card,0,2.54,0
735,Cliente 735,cliente735@example.com,0965414804,Fibra 200MB,50.05,17,767.11,two-year,credit_card,1,3.86,0
736,Cliente 736,cliente736@example.com,0985080412,Combo TV+Internet,47.21,15,726.51,month-to-month,bank_transfer,2,4.39,0
737,Cliente 737,cliente737@example.com,0932853243,Fibra 200MB,94.8,28,2668.94,one-year,credit_card,2,2.83,0
738,Cliente 738,cliente738@example.com,0982642415,Combo TV+Internet,61.4,40,2417.06,month-to-month,credit_card,3,4.34,1
739,Cliente 739,cliente739@example.com,0975050369,Plan Familiar,25.53,8,191.05,month-to-month,bank_transfer,1,5.0,0
740,Cliente 740,cliente740@example.com,0995283513,Plan Familiar,51.66,51,2430.2,month-to-month,bank_transfer,2,4.92,0
741,Cliente 741,cliente741@example.com,0947815905,Plan Ilimitado,30.75,33,1008.93,month-to-month,bank_transfer,2,3.99,1
742,Cliente 742,cliente742@example.com,0971646710,Fibra 1GB,53.03,64,3278.5,month-to-month,credit_card,1,3.5,0
743,Cliente 743,cliente743@example.com,0932296361,Fibra 500MB,20.25,20,416.84,two-year,bank_transfer,1,5.0,0
744,Cliente 744,cliente744@example.com,0910465516,Fibra 500MB,25.06,3,70.62,two-year,bank_transfer,2,3.62,0
745,Cliente 745,cliente745@example.com,0959204112,Combo TV+Internet,51.19,22,1121.26,one-year,cash,2,4.63,1
746,Cliente 746,cliente746@example.com,0964819458,Fibra 200MB,62.96,71,4190.0,one-year,bank_transfer,2,5.0,0
747,Cliente 747,cliente747@example.com,0941290965,Plan Familiar,54.05,23,1237.49,month-to-month,bank_transfer,2,4.52,0
748,Cliente 748,cliente748@example.com,0938072305,Plan Familiar,60.37,51,2793.31,one-year,cash,0,2.5,0
749,Cliente 749,cliente749@example.com,0911349845,Plan Familiar,51.73,61,3025.38,month-to-month,cash,2,2.24,0
750,Cliente 750,cliente750@example.com,0973767930,Plan Ilimitado,48.1,20,890.72,two-year,credit_card,0,3.27,0
751,Cliente 751,cliente751@example.com,0953015935,Fibra 200MB,35.93,46,1637.72,two-year,cash,0,4.38,0
752,Cliente 752,cliente752@example.com,0911761550,Internet Hogar 100MB,59.63,14,791.0,month-to-month,cash,1,4.09,0
753,Cliente 753,cliente753@example.com,0938376099,Fibra 200MB,63.45,26,1675.65,two-year,credit_card,1,5.0,0
754,Cliente 754,cliente754@example.com,0961805461,Fibra 1GB,43.86,21,844.79,two-year,credit_card,1,4.08,0
755,Cliente 755,cliente755@example.com,0985236129,Plan Prepago Movil,42.9,49,2067.27,month-to-month,bank_transfer,1,3.24,0
756,Cliente 756,cliente756@example.com,0983542218,Internet Hogar 100MB,73.65,63,4589.15,two-year,credit_card,1,2.35,0
757,Cliente 757,cliente757@example.com,0921619841,Fibra 200MB,44.63,18,725.67,month-to-month,bank_transfer,1,4.9,0
758,Cliente 758,cliente758@example.com,0918451850,Internet Hogar 100MB,46.36,21,881.46,month-to-month,bank_transfer,0,3.59,0
759,Cliente 759,cliente759@example.com,0909020087,Fibra 1GB,53.72,59,2999.08,month-to-month,credit_card,1,1.94,0
760,Cliente 760,cliente760@example.com,0931237540,Plan Prepago Movil,43.24,33,1414.59,one-year,credit_card,1,3.62,0
761,Cliente 761,cliente761@example.com,0912248435,Combo TV+Internet,30.23,37,1168.17,month-to-month,cash,0,2.5,0
762,Cliente 762,cliente762@example.com,0907039472,Fibra 1GB,51.8,51,2413.59,two-year,credit_card,1,3.13,0
763,Cliente 763,cliente763@example.com,0983203501,Fibra 500MB,44.3,10,445.43,month-to-month,bank_transfer,0,3.61,0
764,Cliente 764,cliente764@example.com,0937500032,Plan Ilimitado,78.16,63,4943.32,month-to-month,credit_card,3,2.6,0
765,Cliente 765,cliente765@example.com,0914569699,Plan Prepago Movil,59.19,26,1539.59,one-year,bank_transfer,2,3.06,0
766,Cliente 766,cliente766@example.com,0983008837,Fibra 200MB,34.28,48,1608.29,month-to-month,bank_transfer,2,2.78,0
767,Cliente 767,cliente767@example.com,0940601403,Plan Familiar,58.12,31,1882.84,one-year,credit_card,2,2.81,0
768,Cliente 768,cliente768@example.com,0975029995,Internet Hogar 100MB,50.54,54,2661.66,month-to-month,bank_transfer,5,2.49,0
769,Cliente 769,cliente769@example.com,0947918618,Fibra 500MB,68.57,44,3094.75,two-year,bank_transfer,1,3.07,0
770,Cliente 770,cliente770@example.com,0900354264,Fibra 500MB,35.56,12,400.85,one-year,credit_card,1,2.62,0
771,Cliente 771,cliente771@example.com,0918363722,Fibra 1GB,48.4,13,642.38,month-to-month,credit_card,3,4.25,0
772,Cliente 772,cliente772@example.com,0908766048,Plan Ilimitado,43.22,64,2902.95,month-to-month,bank_transfer,1,3.82,0
773,Cliente 773,cliente773@example.com,0920806870,Fibra 200MB,46.05,37,1766.06,month-to-month,bank_transfer,2,4.91,1
774,Cliente 774,cliente774@example.com,0980804820,Combo TV+Internet,29.07,20,549.78,two-year,bank_transfer,0,5.0,0
775,Cliente 775,cliente775@example.com,0903324352,Plan Ilimitado,55.37,10,568.61,one-year,bank_transfer,1,4.35,0
776,Cliente 776,cliente776@example.com,0938773837,Plan Familiar,52.52,9,432.17,month-to-month,credit_card,3,4.09,0
777,Cliente 777,cliente777@example.com,0973613563,Plan Familiar,68.13,67,4572.27,month-to-month,credit_card,0,4.41,0
778,Cliente 778,cliente778@example.com,0976805742,Plan Ilimitado,44.82,71,3027.32,two-year,bank_transfer,2,4.11,0
779,Cliente 779,cliente779@example.com,0954494201,Fibra 1GB,37.59,28,1051.26,month-to-month,bank_transfer,1,3.66,0
780,Cliente 780,cliente780@example.com,0952132509,Plan Prepago Movil,59.21,14,797.31,one-year,cash,0,3.57,0
781,Cliente 781,cliente781@example.com,0998170772,Plan Familiar,30.7,30,830.15,one-year,credit_card,3,2.48,0
782,Cliente 782,cliente782@example.com,0949153169,Fibra 500MB,64.53,9,542.84,month-to-month,bank_transfer,2,4.52,0
783,Cliente 783,cliente783@example.com,0955512752,Fibra 200MB,64.49,40,2338.04,month-to-month,bank_transfer,1,3.57,0
784,Cliente 784,cliente784@example.com,0901527512,Fibra 500MB,67.63,45,2934.06,month-to-month,credit_card,0,5.0,0
785,Cliente 785,cliente785@example.com,0900738235,Fibra 500MB,51.78,71,3772.01,month-to-month,bank_transfer,2,4.61,0
786,Cliente 786,cliente786@example.com,0924108212,Plan Prepago Movil,36.24,23,842.44,two-year,bank_transfer,0,2.91,0
787,Cliente 787,cliente787@example.com,0944782211,Plan Ilimitado,46.97,14,669.64,one-year,credit_card,1,4.97,0
788,Cliente 788,cliente788@example.com,0900468326,Fibra 200MB,51.84,9,476.4,two-year,credit_card,1,1.0,0
789,Cliente 789,cliente789@example.com,0966105429,Fibra 1GB,34.92,27,901.16,month-to-month,credit_card,1,5.0,0
790,Cliente 790,cliente790@example.com,0912752542,Fibra 500MB,69.0,43,2895.51,month-to-month,cash,2,2.13,0
791,Cliente 791,cliente791@example.com,0967009205,Combo TV+Internet,55.44,4,216.5,one-year,credit_card,2,4.14,0
792,Cliente 792,cliente792@example.com,0939901630,Fibra 200MB,28.94,55,1459.56,month-to-month,credit_card,1,4.07,0
793,Cliente 793,cliente793@example.com,0946947469,Plan Ilimitado,78.89,33,2576.61,month-to-month,credit_card,1,4.84,0
794,Cliente 794,cliente794@example.com,0986817992,Plan Ilimitado,46.75,57,2686.14,month-to-month,credit_card,1,3.24,0
795,Cliente 795,cliente795@example.com,0946062863,Fibra 1GB,25.31,33,828.25,one-year,credit_card,0,1.24,0
796,Cliente 796,cliente796@example.com,0906560479,Plan Ilimitado,30.06,11,334.59,one-year,bank_transfer,1,3.24,0
797,Cliente 797,cliente797@example.com,0932728691,Plan Familiar,71.78,1,65.88,month-to-month,credit_card,2,3.36,0
798,Cliente 798,cliente798@example.com,0908232486,Plan Ilimitado,77.85,40,3158.25,two-year,credit_card,1,1.35,0
799,Cliente 799,cliente799@example.com,0908463043,Combo TV+Internet,63.17,39,2294.18,month-to-month,credit_card,5,3.65,0
800,Cliente 800,cliente800@example.com,0907892655,Plan Familiar,68.75,59,4184.12,month-to-month,credit_card,1,2.42,0
801,Cliente 801,cliente801@example.com,0973246430,Combo TV+Internet,66.9,64,4010.74,month-to-month,credit_card,2,4.31,0
802,Cliente 802,cliente802@example.com,0950464522,Plan Ilimitado,55.02,11,589.36,two-year,bank_transfer,3,,0
803,Cliente 803,cliente803@example.com,0988123707,Fibra 1GB,50.92,22,1090.09,month-to-month,bank_transfer,2,5.0,0
804,Cliente 804,cliente804@example.com,0908089794,Fibra 500MB,54.72,15,771.82,month-to-month,bank_transfer,2,3.32,0
805,Cliente 805,cliente805@example.com,0966087426,Combo TV+Internet,58.25,7,389.1,month-to-month,credit_card,1,4.07,1
806,Cliente 806,cliente806@example.com,0991957116,Plan Prepago Movil,31.65,0,0.0,one-year,cash,3,3.37,0
807,Cliente 807,cliente807@example.com,0923623337,Combo TV+Internet,58.18,6,344.02,one-year,bank_transfer,1,1.81,0
808,Cliente 808,cliente808@example.com,0919705117,Fibra 1GB,71.26,38,2807.95,month-to-month,credit_card,1,3.37,0
809,Cliente 809,cliente809@example.com,0925236608,Plan Familiar,41.29,11,430.34,two-year,credit_card,1,4.43,0
810,Cliente 810,cliente810@example.com,0952146029,Plan Ilimitado,39.36,14,537.93,month-to-month,bank_transfer,2,4.26,0
811,Cliente 811,cliente811@example.com,0918257962,Fibra 500MB,53.58,8,441.19,month-to-month,credit_card,0,,0
812,Cliente 812,cliente812@example.com,0907579856,Internet Hogar 100MB,33.31,52,1676.48,one-year,credit_card,0,2.0,0
813,Cliente 813,cliente813@example.com,0961303188,Fibra 500MB,21.3,46,1003.99,one-year,bank_transfer,0,4.31,0
814,Cliente 814,cliente814@example.com,0974050014,Plan Prepago Movil,65.66,70,4444.34,month-to-month,credit_card,2,4.06,0
815,Cliente 815,cliente815@example.com,0974758330,Plan Prepago Movil,36.88,8,285.02,one-year,cash,0,4.53,0
816,Cliente 816,cliente816@example.com,0920195636,Fibra 500MB,45.33,15,627.99,month-to-month,credit_card,2,3.3,0
817,Cliente 817,cliente817@example.com,0959757695,Plan Prepago Movil,34.02,33,1031.44,one-year,credit_card,0,1.75,0
818,Cliente 818,cliente818@example.com,0981138844,Internet Hogar 100MB,67.98,47,3168.62,one-year,credit_card,1,4.19,0
819,Cliente 819,cliente819@example.com,0942587036,Combo TV+Internet,60.36,9,556.33,two-year,credit_card,3,3.59,0
820,Cliente 820,cliente820@example.com,0957734174,Fibra 1GB,40.67,15,561.44,month-to-month,cash,0,5.0,0
821,Cliente 821,cliente821@example.com,0937981851,Plan Prepago Movil,23.76,30,738.83,one-year,cash,2,3.63,0
822,Cliente 822,cliente822@example.com,0932264780,Fibra 500MB,38.76,1,36.97,one-year,cash,1,3.55,0
823,Cliente 823,cliente823@example.com,0981000386,Fibra 500MB,55.26,28,1491.25,month-to-month,bank_transfer,3,4.06,0
824,Cliente 824,cliente824@example.com,0949400523,Fibra 200MB,48.4,55,2752.96,month-to-month,credit_card,2,2.94,0
825,Cliente 825,cliente825@example.com,0933901272,Plan Prepago Movil,46.96,38,1845.95,two-year,credit_card,1,2.89,0
826,Cliente 826,cliente826@example.com,0927666655,Plan Ilimitado,48.81,31,1480.92,month-to-month,credit_card,1,3.49,1
827,Cliente 827,cliente827@example.com,0973328021,Fibra 500MB,58.66,35,1933.02,one-year,cash,0,2.59,0
828,Cliente 828,cliente828@example.com,0932594937,Plan Ilimitado,44.25,69,2826.67,month-to-month,bank_transfer,0,3.35,0
829,Cliente 829,cliente829@example.com,0916769656,Plan Ilimitado,53.1,37,1848.27,two-year,bank_transfer,1,5.0,0
830,Cliente 830,cliente830@example.com,0932999722,Plan Ilimitado,27.24,39,1080.52,month-to-month,bank_transfer,1,4.75,0
831,Cliente 831,cliente831@example.com,0935270943,Combo TV+Internet,90.97,67,5782.25,two-year,bank_transfer,2,3.94,0
832,Cliente 832,cliente832@example.com,0944533312,Fibra 500MB,39.89,11,440.63,one-year,credit_card,1,5.0,0
833,Cliente 833,cliente833@example.com,0940440467,Plan Familiar,48.66,7,316.53,month-to-month,bank_transfer,1,2.69,0
834,Cliente 834,cliente834@example.com,0935036497,Combo TV+Internet,55.2,32,1716.54,one-year,bank_transfer,0,5.0,0
835,Cliente 835,cliente835@example.com,0994059190,Fibra 1GB,37.61,23,824.21,one-year,cash,0,3.09,0
836,Cliente 836,cliente836@example.com,0969228361,Fibra 500MB,45.14,14,616.5,month-to-month,credit_card,4,5.0,0
837,Cliente 837,cliente837@example.com,0965574648,Plan Ilimitado,44.92,8,354.15,month-to-month,credit_card,0,5.0,0
838,Cliente 838,cliente838@example.com,0952839954,Fibra 1GB,28.55,64,1916.08,one-year,bank_transfer,0,1.67,0
839,Cliente 839,cliente839@example.com,0928268119,Plan Ilimitado,52.89,44,2408.57,one-year,cash,2,5.0,0
840,Cliente 840,cliente840@example.com,0993265225,Fibra 500MB,15.31,50,768.85,month-to-month,cash,0,3.29,0
841,Cliente 841,cliente841@example.com,0925625951,Plan Ilimitado,76.55,8,565.28,two-year,bank_transfer,2,,1
842,Cliente 842,cliente842@example.com,0974707604,Fibra 200MB,59.27,24,1476.33,month-to-month,credit_card,2,4.18,1
843,Cliente 843,cliente843@example.com,0945669739,Plan Familiar,56.5,45,2628.66,month-to-month,credit_card,2,2.49,0
844,Cliente 844,cliente844@example.com,0948437710,Plan Ilimitado,15.0,38,588.81,one-year,bank_transfer,1,4.15,0
845,Cliente 845,cliente845@example.com,0971444495,Fibra 200MB,30.73,50,1493.25,month-to-month,credit_card,0,2.57,0
846,Cliente 846,cliente846@example.com,0984462991,Fibra 500MB,70.01,48,3110.48,month-to-month,bank_transfer,0,3.79,0
847,Cliente 847,cliente847@example.com,0913108139,Fibra 1GB,119.72,30,3638.87,month-to-month,cash,0,5.0,0
848,Cliente 848,cliente848@example.com,0930225402,Combo TV+Internet,66.5,57,3632.35,month-to-month,credit_card,0,4.03,0
849,Cliente 849,cliente849@example.com,0945494754,Plan Familiar,63.66,18,1090.52,month-to-month,credit_card,3,3.2,0
850,Cliente 850,cliente850@example.com,0906887247,Fibra 500MB,54.45,5,260.98,one-year,credit_card,2,4.2,0
